,Date,Team,Acquired,Relinquished,Notes
7465,2016-02-06,Jazz,,Trey Burke,flu (DTD)
7466,2016-02-06,Pacers,Ian Mahinmi,,returned to lineup
7467,2016-02-06,Rockets,,Sam Dekker,sore lower back (DTD)
7468,2016-02-06,Rockets,Montrezl Harrell,,returned to lineup
7469,2016-02-06,Spurs,,Matt Bonner,sore/strained left calf (DTD)
7470,2016-02-07,Kings,,Ben McLemore,sprained right wrist (DTD)
7471,2016-02-07,Kings,,Rudy Gay,sprained left ankle (DTD)
7472,2016-02-08,76ers,Ishmael Smith / Ish Smith,,returned to lineup
7473,2016-02-08,Bulls,,Derrick Rose,general soreness (DTD)
7474,2016-02-08,Cavaliers,Kevin Love,,returned to lineup
7475,2016-02-08,Clippers,,Paul Pierce,rest (DTD)
7476,2016-02-08,Grizzlies,,Marc Gasol,fractured right foot (out for season)
7477,2016-02-08,Kings,Rudy Gay,,returned to lineup
7478,2016-02-08,Nets,,Sergey Karasev,illness (DTD)
7479,2016-02-08,Warriors,,Festus Ezeli,surgery on left knee to remove loose bodies (out indefinitely)
7480,2016-02-09,Nets,,Willie Reed,sore groin (DTD) (Y)
7481,2016-02-09,Rockets,,Sam Dekker,sore lower back (DTD)
7482,2016-02-09,Spurs,,Kyle Anderson,illness (DTD)
7483,2016-02-09,Spurs,,Matt Bonner,strained left calf (DTD)
7484,2016-02-10,76ers,,Nerlens Noel,right knee patella tendinitis (DTD)
7485,2016-02-10,Bulls,Derrick Rose,,returned to lineup
7486,2016-02-10,Magic,,Jason Smith,back spasms (DTD)
7487,2016-02-10,Nets,,Willie Reed,personal reasons (DTD)
7488,2016-02-10,Nets,Sergey Karasev,,returned to lineup
7489,2016-02-10,Pistons,,Ersan Ilyasova,illness (DTD)
7490,2016-02-10,Pistons,,Reggie Bullock,fractured nose (DTD)
7491,2016-02-10,Pistons,,Reggie Jackson (b),illness (DTD)
7492,2016-02-10,Pistons,,Spencer Dinwiddie,sore ankle (DTD)
7493,2016-02-10,Spurs,,(William) Tony Parker,left ankle injury (DTD)
7494,2016-02-10,Spurs,Kyle Anderson,,returned to lineup
7495,2016-02-10,Timberwolves,,Tayshaun Prince,personal reasons (DTD)
7496,2016-02-11,Hornets,,Michael Kidd-Gilchrist,torn labrum in right shoulder (out for season)
7497,2016-02-11,Pelicans,,Tyreke Evans,surgery on right knee (out for season)
7498,2016-02-16,Hawks,,Tiago Splitter,surgery on right hip (out for season) (date approximate)
7499,2016-02-17,Heat,,Chris Bosh,blood clots (out for season)
7500,2016-02-18,Bucks,,Jerryd Bayless,hyperextended knee (DTD)
7501,2016-02-18,Celtics,,Kelly Olynyk,bruised right shoulder (DTD)
7502,2016-02-18,Clippers,,Pablo Prigioni,illness (DTD)
7503,2016-02-18,Hornets,,Spencer Hawes,strained lower back (DTD)
7504,2016-02-18,Jazz,Trey Burke,,returned to lineup
7505,2016-02-18,Spurs,,Kawhi Leonard,tightness in left calf (DTD)
7506,2016-02-18,Spurs,(William) Tony Parker,,returned to lineup
7507,2016-02-18,Timberwolves,,Nemanja Bjelica,sore/strained right foot (DTD)
7508,2016-02-19,76ers,Nerlens Noel,,returned to lineup
7509,2016-02-19,Bucks,,Jerryd Bayless,sprained left knee (DTD)
7510,2016-02-19,Heat,,Dwyane Wade,sore left knee (DTD)
7511,2016-02-19,Kings,,Marco Belinelli,tooth extraction (DTD)
7512,2016-02-19,Kings,,Omri Casspi,wisdom tooth extraction (DTD)
7513,2016-02-19,Kings,Ben McLemore,,returned to lineup
7514,2016-02-19,Magic,Ersan Ilyasova,,returned to lineup
7515,2016-02-19,Magic,Jason Smith,,returned to lineup
7516,2016-02-19,Nuggets,Darrell Arthur,,returned to lineup
7517,2016-02-19,Pacers,,C.J. Miles,illness (DTD)
7518,2016-02-19,Pistons,Kentavious Caldwell-Pope,,returned to lineup
7519,2016-02-19,Pistons,Reggie Bullock,,returned to lineup
7520,2016-02-19,Pistons,Reggie Jackson (b),,returned to lineup
7521,2016-02-19,Rockets,,Donatas Motiejunas,back injury (DTD)
7522,2016-02-19,Suns,,Alex Len,sprained right ankle (DTD)
7523,2016-02-19,Timberwolves,Kevin Martin,,returned to lineup
7524,2016-02-19,Rockets,Sam Dekker,,returned to lineup (CBC)
7525,2016-02-19,Mavericks,,John Jenkins,undisclosed (DTD) (CBC)
7526,2016-02-20,Clippers,Pablo Prigioni,,returned to lineup
7527,2016-02-20,Timberwolves,Tayshaun Prince,,returned to lineup
7528,2016-02-20,Warriors,,Andrew Bogut,strained right Achilles (DTD)
7529,2016-02-21,Cavaliers,,Iman Shumpert,sprained left shoulder (DTD)
7530,2016-02-21,Cavaliers,,Maurice Williams / Mo Williams,knee injury (DTD)
7531,2016-02-21,Grizzlies,,Tony Allen,sore left knee (DTD)
7532,2016-02-21,Mavericks,John Jenkins,,returned to lineup
7533,2016-02-21,Nets,Willie Reed,,returned to lineup
7534,2016-02-21,Pacers,C.J. Miles,,returned to lineup
7535,2016-02-21,Suns,,Tyson Chandler,bruised right shoulder (DTD)
7536,2016-02-21,Suns,Alex Len,,returned to lineup
7537,2016-02-22,Heat,Dwyane Wade,,returned to lineup
7538,2016-02-22,Pacers,,C.J. Miles,strained left calf (DTD)
7539,2016-02-22,Pistons,,Anthony Tolliver,sprained MCL in right knee (DTD)
7540,2016-02-22,Warriors,Andrew Bogut,,returned to lineup
7541,2016-02-23,Grizzlies,,Marc Gasol,surgery on right foot to repair fracture (out for season)
7542,2016-02-23,Kings,Marco Belinelli,,returned to lineup
7543,2016-02-23,Kings,Omri Casspi,,returned to lineup
7544,2016-02-23,Nuggets,,Jusuf Nurkic,knee injury (DTD)
7545,2016-02-23,Pelicans,,Omer Asik,sprained right ankle (DTD)
7546,2016-02-24,76ers,,T.J. McConnell,sprained right ankle (DTD)
7547,2016-02-24,Bulls,,Derrick Rose,right hamstring tendinitis (DTD)
7548,2016-02-24,Cavaliers,Maurice Williams / Mo Williams,,returned to lineup
7549,2016-02-24,Pistons,,Stanley Johnson,sprained right shoulder (DTD)
7550,2016-02-24,Spurs,Kawhi Leonard,,returned to lineup
7551,2016-02-24,Heat,,Beno Udrih,torn plantar plate in right foot (DTD)
7552,2016-02-24,Heat,,Beno Udrih,surgery on right foot to repair torn plantar plate (out for season) (date approximate)
7553,2016-02-25,Cavaliers,,Maurice Williams / Mo Williams,left knee chondromalacia (DTD)
7554,2016-02-25,Pelicans,,Bryce Dejean-Jones,fractured right wrist (surgery) (out for season)
7555,2016-02-25,Rockets,,Clint Capela,sprained right ankle / foot (CBC) (DTD)
7556,2016-02-25,Suns,Tyson Chandler,,returned to lineup
7557,2016-02-26,76ers,T.J. McConnell,,returned to lineup
7558,2016-02-26,Cavaliers,,Maurice Williams / Mo Williams,left knee injury (DTD)
7559,2016-02-26,Cavaliers,Iman Shumpert,,returned to lineup
7560,2016-02-26,Clippers,,Paul Pierce,personal reasons (DTD)
7561,2016-02-26,Kings,,Rajon Rondo,right thumb tendinitis (DTD)
7562,2016-02-27,Heat,,Beno Udrih,recovering from surgery on right foot to repair torn plantar plate (DTD)
7563,2016-02-27,Heat,,Udonis Haslem,illness (DTD)
7564,2016-02-27,Pelicans,,Anthony Davis,right big toe injury (DTD)
7565,2016-02-28,76ers,,Hollis Thompson,upper respiratory infection (DTD)
7566,2016-02-28,Bucks,,Steve Novak,sprained MCL in left knee (out for season)
7567,2016-02-28,Cavaliers,,LeBron James,rest (DTD)
7568,2016-02-28,Knicks,,Arron Afflalo,knee injury (DTD)
7569,2016-02-28,Knicks,,Louis Amundson / Lou Amundson,upper respiratory illness (DTD) (CBC Y)
7570,2016-02-28,Raptors,,Kyle Lowry,rest (DTD)
7571,2016-02-29,76ers,,Jahlil Okafor,bruised right shin (DTD)
7572,2016-02-29,Bucks,,Michael Carter-Williams,patella tendinitis in left knee (DTD)
7573,2016-02-29,Bucks,Jerryd Bayless,,returned to lineup
7574,2016-02-29,Cavaliers,,Kevin Love,sore leg (DTD)
7575,2016-02-29,Cavaliers,LeBron James,,returned to lineup
7576,2016-02-29,Clippers,,Luc Richard Mbah a Moute / Luc Mbah a Moute,lacerated left eyelid (DTD)
7577,2016-02-29,Clippers,Paul Pierce,,returned to lineup
7578,2016-02-29,Jazz,,Trevor Booker,personal reasons (DTD)
7579,2016-02-29,Kings,,Rudy Gay,strained right shoulder (DTD)
7580,2016-02-29,Kings,,Seth Curry,sprained right foot (DTD)
7581,2016-02-29,Kings,Rajon Rondo,,returned to lineup
7582,2016-02-29,Heat,Beno Udrih,,returned to lineup
7583,2016-03-01,Bulls,Derrick Rose,,returned to lineup
7584,2016-03-01,Heat,Udonis Haslem,,returned to lineup
7585,2016-03-01,Knicks,Arron Afflalo,,returned to lineup
7586,2016-03-01,Warriors,,Stephen Curry,left ankle injury (DTD)
7587,2016-03-02,76ers,,Elton Brand,gastroenteritis (DTD) (CBC)
7588,2016-03-02,76ers,Hollis Thompson,,returned to lineup
7589,2016-03-02,Bucks,,Michael Carter-Williams,patella tendinitis in left knee (DTD)
7590,2016-03-02,Bulls,,Taj Gibson,strained right hamstring (DTD)
7591,2016-03-02,Jazz,Trevor Booker,,returned to lineup
7592,2016-03-02,Pelicans,Anthony Davis,,returned to lineup
7593,2016-03-02,Raptors,Kyle Lowry,,returned to lineup
7594,2016-03-02,Rockets,Clint Capela,,returned to lineup
7595,2016-03-03,Kings,Rudy Gay,,returned to lineup
7596,2016-03-03,Pelicans,,Alexis Ajinca / Alex Ajinca,fractured sternum (DTD)
7597,2016-03-03,Warriors,Stephen Curry,,returned to lineup
7598,2016-03-04,76ers,,Kendall Marshall,upper respiratory infection (DTD)
7599,2016-03-04,76ers,,Nerlens Noel,bruised right knee (DTD)
7600,2016-03-04,76ers,Elton Brand,,returned to lineup (CBC)
7601,2016-03-04,Bucks,,Michael Carter-Williams,patella tendinitis in left knee (DTD)
7602,2016-03-04,Lakers,,Jordan Clarkson,knee injury (DTD)
7603,2016-03-04,Pacers,,Joe Young,knee injury (DTD)
7604,2016-03-05,Bulls,Jimmy Butler,,returned to lineup
7605,2016-03-05,Bulls,Taj Gibson,,returned to lineup
7606,2016-03-05,Cavaliers,Kevin Love,,returned to lineup
7607,2016-03-05,Kings,,Kosta Koufos,food poisoning (DTD)
7608,2016-03-05,Knicks,,Kristaps Porzingis,bruised lower left leg (DTD)
7609,2016-03-05,Lakers,,Anthony Brown,stress reaction in right foot (out for season)
7610,2016-03-05,Pelicans,Omer Asik,,returned to lineup
7611,2016-03-05,Spurs,,Danny Green,rest (DTD)
7612,2016-03-06,Bucks,,Michael Carter-Williams,patella tendinitis in left knee (DTD)
7613,2016-03-06,Lakers,Jordan Clarkson,,returned to lineup
7614,2016-03-06,Nuggets,Jusuf Nurkic,,returned to lineup
7615,2016-03-06,Pelicans,,Luke Babbitt,bruised left shin (DTD)
7616,2016-03-06,Warriors,,Andre Iguodala,sore/tight left hamstring (DTD)
7617,2016-03-07,Bucks,,Michael Carter-Williams,torn labrum in left hip (out for season)
7618,2016-03-07,Bulls,,Jimmy Butler,strained/swollen left knee (DTD)
7619,2016-03-07,Grizzlies,,Chris Andersen,left shoulder subluxation (DTD)
7620,2016-03-07,Grizzlies,,Matt Barnes,hamstring injury (DTD)
7621,2016-03-07,Grizzlies,,Mike Conley Jr.,left Achilles tendinitis (out for season)
7622,2016-03-07,Grizzlies,,Zach Randolph,sore right knee (DTD)
7623,2016-03-07,Grizzlies,Tony Allen,,returned to lineup
7624,2016-03-07,Kings,Kosta Koufos,,returned to lineup
7625,2016-03-07,Magic,,Nikola Vucevic,strained right groin (DTD)
7626,2016-03-07,Pacers,,Lavoy Allen,sore left knee (DTD)
7627,2016-03-07,Pelicans,,Eric Gordon,fractured right ring finger (out for season)
7628,2016-03-07,Wizards,,Bradley Beal,sore hip (DTD)
7629,2016-03-08,Bulls,,Bobby Portis,swollen eye (DTD)
7630,2016-03-08,Knicks,,Lance Thomas,sprained MCL in left knee (out for season)
7631,2016-03-08,Knicks,Kristaps Porzingis,,returned to lineup
7632,2016-03-08,Lakers,,Kobe Bryant,sore right shoulder (DTD)
7633,2016-03-08,Pelicans,,Eric Gordon,surgery to repair fractured right ring finger (out for season)
7634,2016-03-08,Spurs,,(William) Tony Parker,bruised left toe (DTD)
7635,2016-03-09,76ers,Kendall Marshall,,returned to lineup
7636,2016-03-09,76ers,Nerlens Noel,,returned to lineup
7637,2016-03-09,Bucks,,Michael Carter-Williams,recovering from surgery on left hip to repair torn labrum (out for season)
7638,2016-03-09,Bucks,,O.J. Mayo,stomach virus (DTD)
7639,2016-03-09,Cavaliers,,Timofey Mozgov,illness (DTD)
7640,2016-03-09,Grizzlies,,Mario Chalmers,ruptured right Achilles tendon (out for season)
7641,2016-03-09,Jazz,,Rodney Hood,sore lower back (DTD)
7642,2016-03-09,Kings,,Ben McLemore,fractured right ring finger (DTD)
7643,2016-03-09,Kings,,Marco Belinelli,back spasms (DTD)
7644,2016-03-09,Knicks,,Arron Afflalo,strained right abdominal muscle (DTD)
7645,2016-03-09,Pelicans,,Norris Cole (a),lower back injury (out for season)
7646,2016-03-09,Pelicans,Luke Babbitt,,returned to lineup
7647,2016-03-09,Suns,Brandon Knight,,returned to lineup
7648,2016-03-09,Thunder,,Dion Waiters,placed on IL with death in family
7649,2016-03-10,Bucks,,Michael Carter-Williams,surgery on left hip to repair torn labrum (out for season)
7650,2016-03-10,Cavaliers,,Kevin Love,left knee injury (DTD)
7651,2016-03-10,Cavaliers,Timofey Mozgov,,returned to lineup
7652,2016-03-10,Hawks,,Mike Scott,personal reasons (DTD)
7653,2016-03-10,Lakers,,Robert Sacre,personal reasons (DTD)
7654,2016-03-10,Lakers,Kobe Bryant,,returned to lineup
7655,2016-03-10,Spurs,(William) Tony Parker,,returned to lineup
7656,2016-03-10,Bucks,O.J. Mayo,,returned to lineup
7657,2016-03-10,Bucks,,O.J. Mayo,fractured right ankle (out for season)
7658,2016-03-11,Bulls,,Derrick Rose,strained left abductor (P) / adductor (CBC Y) (DTD)
7659,2016-03-11,Clippers,,Paul Pierce,sore right big toe (DTD)
7660,2016-03-11,Jazz,Rodney Hood,,returned to lineup
7661,2016-03-11,Kings,Marco Belinelli,,returned to lineup
7662,2016-03-11,Magic,,Elfrid Payton,sprained right elbow (DTD)
7663,2016-03-11,Pistons,Anthony Tolliver,,returned to lineup
7664,2016-03-11,Pistons,Stanley Johnson,,returned to lineup
7665,2016-03-11,Thunder,,Monty Williams,assistant coach took leave of absense for remainder of season after death of wife
7666,2016-03-11,Timberwolves,Nemanja Bjelica,,returned to lineup
7667,2016-03-12,76ers,,Jerami Grant,concussion (DTD)
7668,2016-03-12,76ers,,Richaun Holmes,strained right Achilles tendon (DTD)
7669,2016-03-12,76ers,,Robert Covington,concussion (DTD)
7670,2016-03-12,Grizzlies,,Vince Carter,strained left calf (DTD)
7671,2016-03-12,Hawks,Mike Scott,,returned to lineup
7672,2016-03-12,Heat,,Dwyane Wade,thigh injury (DTD)
7673,2016-03-12,Magic,,Brandon Jennings,sore left Achilles (DTD)
7674,2016-03-12,Pacers,,Ty Lawson,sprained left foot (DTD)
7675,2016-03-12,Pacers,C.J. Miles,,returned to lineup
7676,2016-03-12,Pacers,Lavoy Allen,,returned to lineup
7677,2016-03-12,Rockets,,Sam Dekker,sore back (out for season)
7678,2016-03-12,Warriors,,Andre Iguodala,sprained left ankle (DTD)
7679,2016-03-13,Cavaliers,Kevin Love,,returned to lineup
7680,2016-03-13,Clippers,,Branden Dawson,personal reasons (DTD)
7681,2016-03-13,Clippers,Luc Richard Mbah a Moute / Luc Mbah a Moute,,returned to lineup
7682,2016-03-13,Knicks,,Kristaps Porzingis,stomach illness/virus (DTD)
7683,2016-03-13,Knicks,Arron Afflalo,,returned to lineup
7684,2016-03-13,Lakers,,Robert Sacre,placed on IL for personal reasons
7685,2016-03-13,Nets,,Wayne Ellington,upper respiratory infection (DTD)
7686,2016-03-13,Pacers,,Ty Lawson,sprained left foot (DTD)
7687,2016-03-13,Pacers,Joe Young,,returned to lineup
7688,2016-03-14,Bulls,,Mike Dunleavy Jr.,stomach virus (DTD)
7689,2016-03-14,Bulls,Jimmy Butler,,returned to lineup
7690,2016-03-14,Celtics,,Jae Crowder,sprained right ankle (DTD)
7691,2016-03-14,Grizzlies,,Lance Stephenson,sprained right wrist (DTD)
7692,2016-03-14,Heat,Dwyane Wade,,returned to lineup
7693,2016-03-14,Jazz,,Gordon Hayward,plantar faciitis in right foot (DTD)
7694,2016-03-14,Mavericks,,Jeremy Evans,right shoulder injury (DTD) (CBC Y)
7695,2016-03-14,Nets,,Willie Reed,sore left knee (DTD)
7696,2016-03-14,Nuggets,,Jusuf Nurkic,sore left knee (DTD)
7697,2016-03-14,Hornets,,Spencer Hawes,strained lower back (DTD)
7698,2016-03-15,Bucks,John Henson,,returned to lineup
7699,2016-03-15,Lakers,,Brandon Bass,corneal abrasion in right eye (DTD)
7700,2016-03-15,Lakers,Robert Sacre,,activated from IL
7701,2016-03-15,Magic,Brandon Jennings,,returned to lineup
7702,2016-03-15,Nets,Wayne Ellington,,returned to lineup
7703,2016-03-15,Pacers,,C.J. Miles,upper respiratory infection (DTD)
7704,2016-03-15,Pacers,,Ty Lawson,sprained left foot (DTD)
7705,2016-03-15,Raptors,,DeMar DeRozan,rest (DTD)
7706,2016-03-15,Raptors,,Jonas Valanciunas,bruised left hand (DTD)
7707,2016-03-16,Blazers,,Meyers Leonard,dislocated left shoulder (out for season)
7708,2016-03-16,Bulls,,Cameron Bairstow,back injury (DTD)
7709,2016-03-16,Bulls,Derrick Rose,,returned to lineup
7710,2016-03-16,Bulls,Mike Dunleavy Jr.,,returned to lineup
7711,2016-03-16,Cavaliers,,LeBron James,rest (DTD)
7712,2016-03-16,Clippers,Paul Pierce,,returned to lineup
7713,2016-03-16,Grizzlies,Lance Stephenson,,returned to lineup
7714,2016-03-16,Kings,,Marco Belinelli,sore right ankle (DTD)
7715,2016-03-16,Kings,,Rajon Rondo,sprained right thumb / sprained toe (CBC Y) (DTD)
7716,2016-03-16,Knicks,Kristaps Porzingis,,returned to lineup
7717,2016-03-16,Magic,,Ersan Ilyasova,sprained left knee (DTD)
7718,2016-03-16,Pistons,Spencer Dinwiddie,,returned to lineup
7719,2016-03-16,Thunder,Dion Waiters,,activated from IL
7720,2016-03-17,76ers,Jerami Grant,,returned to lineup
7721,2016-03-17,Bulls,,Cameron Bairstow,back injury (DTD)
7722,2016-03-17,Bulls,,E'Twaun Moore,left hamstring injury (DTD)
7723,2016-03-17,Hawks,,Kent Bazemore,bone bruise in right knee (DTD)
7724,2016-03-17,Knicks,,Tony Wroten Jr.,knee injury (out for season)
7725,2016-03-17,Mavericks,,Jeremy Evans,arthroscopic surgery on right shoulder to repair torn labrum (out for season)
7726,2016-03-17,Nuggets,,Kenneth Faried,sore lower back (DTD)
7727,2016-03-17,Pacers,C.J. Miles,,returned to lineup
7728,2016-03-17,Raptors,DeMar DeRozan,,returned to lineup
7729,2016-03-17,Pacers,,Ty Lawson,sprained left foot (DTD) (P)
7730,2016-03-17,Pacers,Ty Lawson,,returned to lineup
7731,2016-03-18,Kings,,Omri Casspi,sore left ankle (DTD)
7732,2016-03-18,Kings,,Willie Cauley-Stein,illness (DTD)
7733,2016-03-18,Kings,Marco Belinelli,,returned to lineup
7734,2016-03-18,Kings,Rajon Rondo,,returned to lineup
7735,2016-03-18,Lakers,Brandon Bass,,returned to lineup
7736,2016-03-18,Magic,Ersan Ilyasova,,returned to lineup
7737,2016-03-18,Mavericks,,Chandler Parsons,sore right knee (out for season)
7738,2016-03-18,Raptors,,Patrick Patterson,sore left ankle (DTD)
7739,2016-03-19,Bulls,,Cameron Bairstow,back injury (DTD)
7740,2016-03-19,Clippers,,Jeff Green,lacerated forehead (DTD)
7741,2016-03-19,Grizzlies,Vince Carter,,returned to lineup
7742,2016-03-19,Grizzlies,Zach Randolph,,returned to lineup
7743,2016-03-19,Hawks,Kent Bazemore,,returned to lineup
7744,2016-03-19,Hornets,Spencer Hawes,,returned to lineup
7745,2016-03-19,Jazz,Gordon Hayward,,returned to lineup
7746,2016-03-19,Nets,,Brook Lopez,virus (DTD)
7747,2016-03-19,Nets,Willie Reed,,returned to lineup
7748,2016-03-19,Pelicans,,Anthony Davis,left knee injury and torn labrum in left shoulder (out for season)
7749,2016-03-19,Thunder,,Kyle Singler,sore lower back (DTD)
7750,2016-03-19,Warriors,,Andrew Bogut,left foot / toe (CBC) injury (DTD)
7751,2016-03-20,76ers,,Richaun Holmes,strained right Achilles tendon (DTD) (P)
7752,2016-03-20,Kings,Omri Casspi,,returned to lineup
7753,2016-03-20,Knicks,,Carmelo Anthony,migraine headache (DTD)
7754,2016-03-20,Knicks,,Kevin Seraphin,sore left foot (DTD)
7755,2016-03-20,Magic,Elfrid Payton,,returned to lineup
7756,2016-03-20,Pelicans,,Ryan Anderson,left groin injury / sports hernia (out for season)
7757,2016-03-20,Pelicans,Alexis Ajinca / Alex Ajinca,,returned to lineup
7758,2016-03-20,Raptors,Jonas Valanciunas,,returned to lineup
7759,2016-03-21,76ers,,Richaun Holmes,strained right Achilles tendon (DTD) (P)
7760,2016-03-21,Cavaliers,,Kevin Love,illness (DTD)
7761,2016-03-21,Kings,Willie Cauley-Stein,,returned to lineup
7762,2016-03-22,76ers,,Jahlil Okafor,arthroscopic surgery on right knee to repair torn meniscus (out for season)
7763,2016-03-22,Grizzlies,Chris Andersen,,returned to lineup
7764,2016-03-22,Hornets,,Marvin Williams,sprained left ankle (DTD)
7765,2016-03-22,Lakers,,Larry Nance Jr.,sore right knee (DTD)
7766,2016-03-22,Nets,Brook Lopez,,returned to lineup
7767,2016-03-23,76ers,,Kendall Marshall,gastroententis (DTD)
7768,2016-03-23,76ers,,Nerlens Noel,bruised right knee (DTD)
7769,2016-03-23,76ers,Robert Covington,,returned to lineup
7770,2016-03-23,Bucks,,Steve Novak,sprained MCL in left knee (out for season) (P)
7771,2016-03-23,Cavaliers,Kevin Love,,returned to lineup
7772,2016-03-23,Clippers,Jeff Green,,returned to lineup
7773,2016-03-23,Heat,,Luol Deng,sore left quadriceps (DTD)
7774,2016-03-23,Kings,,DeMarcus Cousins,bruised right knee (DTD)
7775,2016-03-23,Knicks,Carmelo Anthony,,returned to lineup
7776,2016-03-23,Knicks,Kevin Seraphin,,returned to lineup
7777,2016-03-23,Lakers,Larry Nance Jr.,,returned to lineup
7778,2016-03-23,Pistons,,Kentavious Caldwell-Pope,illness (DTD)
7779,2016-03-23,Pistons,,Reggie Bullock,illness (DTD)
7780,2016-03-23,Raptors,,Kyle Lowry,sore right elbow (DTD)
7781,2016-03-23,Spurs,,Kawhi Leonard,bruised right quadriceps (DTD)
7782,2016-03-23,Suns,,Tyson Chandler,back spasms / sore back (DTD)
